record_id,record_description,st_template_version,st_panel_code,tumor,dose,schedule,st_passage,transplant_date,treatment_date,treatment_end_date,technician,study_end_date,group,dataset,dataset_date,day,mouse,diameter_x,diameter_y,unexpect_event,event_comment,reason,status,weight,cage_a_wt,cage_b_wt,solid_tumor_data_complete,record_complete,redcap_event_name
1816-OS2-1-B21-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,A2,4.1,3.1,,,,,20,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,A3,1.2,1,,,,,17,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,A4,1,1,,,,,21,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,A5,1.3,1.2,,,,,19,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,B1,1,1,,,,,22,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,B2,3,2,,,,,22,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,B3,3.6,3.2,,,,,19,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,B4,3.2,2.6,,,,,21,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B21-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 4,1/5/2021,21,B5,3.3,2.5,,,,,20,94,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,A1,5.6,4,,,,,17,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,A2,4.1,3.1,,,,,20,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,A3,1.5,1.2,,,,,17,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,A4,0,0,,,,,20,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,A5,0,0,,,,,19,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,B1,0,0,,,,,22,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,B2,3,2,,,,,21,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,B3,4,3.1,,,,,19,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,B4,4,3.3,,,,,21,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B28-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 5,1/12/2021,28,B5,3.4,2.5,,,,,20,93,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,A1,3.5,2.5,,,,,17,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,A2,4,3,,,,,20,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,A3,1.5,1,,,,,18,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,A4,0,0,,,,,20,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,A5,0,0,,,,,19,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,B1,0,0,,,,,22,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,B2,3,2,,,,,22,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,B3,4.3,3.2,,,,,18,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,B4,4,3.3,,,,,21,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B35-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 6,1/19/2021,35,B5,3.5,2.6,,,,,20,94,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,A1,2,1,,,,,17,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,A2,3.3,3,,,,,20,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,A3,1,1,,,,,19,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,A4,0,0,,,,,20,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,A5,0,0,,,,,19,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,B1,0,0,,,,,22,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,B2,3,2,,,,,21,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,B3,4,3,,,,,18,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,B4,4,3,,,,,21,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B42-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 7,1/26/2021,42,B5,4.2,3.6,,,,,20,95,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,A1,2,1,,,,,17,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,A2,2,1.5,,,,,19,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,A3,2,1.5,,,,,18,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,A4,0,0,,,,,20,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,A5,0,0,,,,,19,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,B1,0,0,,,,,21,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,B2,3,2,,,,,20,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,B3,4,3,,,,,19,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,B4,4,3,,,,,20,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B49-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 8,2/2/2021,49,B5,4.5,3.6,,,,,20,93,100,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,A1,1,1,,,,,17,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,A2,2,1.5,,,,,20,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,A3,2,1.5,,,,,18,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,A4,0,0,,,,,20,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,A5,0,0,,,,,20,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,B1,0,0,,,,,22,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,B2,3.1,2,,,,,22,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,B3,4.1,3,,,,,19,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,B4,4,3,,,,,21,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B56-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 9,2/9/2021,56,B5,4.6,3.6,,,,,20,95,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,A1,1,1,,,,,18,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,A2,2,1.4,,,,,20,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,A3,2,1.2,,,,,19,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,A4,0,0,,,,,21,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,A5,0,0,,,,,19,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,B1,0,0,,,,,22,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,B2,3,2,,,,,22,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,B3,4,3,,,,,18,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,B4,4,2.8,,,,,20,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B63-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 10,2/16/2021,63,B5,4.5,3.5,,,,,20,97,102,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,A1,1,1,,,,,18,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,A2,2,1,,,,,19,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,A3,1,1,,,,,19,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,A4,0,0,,,,,20,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,A5,0,0,,,,,20,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,B1,0,0,,,,,23,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,B2,3,2,,,,,22,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-B3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,B3,3.5,3,,,,,19,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-B4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,B4,3,2.5,,,,,21,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B70-B5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 11,2/23/2021,70,B5,4,3,,,,,19,96,104,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-A1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,A1,1,1,,,,,18,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-A2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,A2,2,1,,,,,19,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-A3,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,A3,1,1,,,,,19,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-A4,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,A4,0,0,,,,,21,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-A5,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,A5,0,0,,,,,21,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-B1,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,B1,0,0,,,,,22,98,103,2,2,sarcoma_and_renal_arm_6
1816-OS2-1-B77-B2,Data - Solid Tumor ,Version 1.4,1816-OS2-1,OS2,MGC018 6mg/kg  IP,Day 0x1,13,12/2/2020,12/15/2020,12/15/2020,Yizheng,3/16/2021,B,Time point 12,3/2/2021,77,B2,3,2,,,,,22,98,103,2,2,sarcoma_and_renal_arm_6
